Dataset_id,Name,Provider,Snippet,Tags,DOI,Website
Dataset_537,Designation: USGS GAP PAD-US v2.0,US Geological Survey,USGS/GAP/PAD-US/v20/designation,"conservation-easements, designation, management, ownership, protected-areas, public-lands, usgs",https://doi.org/10.5066/P955KPLE,https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_PAD-US_v20_designation
Dataset_538,Easement: USGS GAP PAD-US v2.0,US Geological Survey,USGS/GAP/PAD-US/v20/easement,"conservation-easements, designation, management, ownership, protected-areas, public-lands, usgs",https://doi.org/10.5066/P955KPLE,https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_PAD-US_v20_easement
Dataset_539,Fee: USGS GAP PAD-US v2.0,US Geological Survey,USGS/GAP/PAD-US/v20/fee,"conservation-easements, designation, management, ownership, protected-areas, public-lands, usgs",https://doi.org/10.5066/P955KPLE,https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_PAD-US_v20_fee
Dataset_540,Proclamation: USGS GAP PAD-US v2.0,US Geological Survey,USGS/GAP/PAD-US/v20/proclamation,"conservation-easements, designation, management, ownership, protected-areas, public-lands, usgs",https://doi.org/10.5066/P955KPLE,https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_PAD-US_v20_proclamation
Dataset_541,USGS GAP Puerto Rico 2001,USGS,USGS/GAP/PR/2001,"gap, landcover, landfire, usgs, vegetation",,https://developers.google.com/earth-engine/datasets/catalog/USGS_GAP_PR_2001
Dataset_542,"GFSAD1000: Cropland Extent 1km Multi-Study Crop Mask, Global Food-Support Analysis Data",Global Food Security-support Analysis Data at 30m Project (GFSAD30),USGS/GFSAD1000_V1,"crop, cropland, landcover, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USGS_GFSAD1000_V1
Dataset_543,GMTED2010: Global Multi-resolution Terrain Elevation Data 2010,USGS,USGS/GMTED2010,"dem, elevation, geophysical, srtm, topography, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USGS_GMTED2010
Dataset_544,GTOPO30: Global 30 Arc-Second Elevation,United States Geological Survey,USGS/GTOPO30,"dem, elevation, geophysical, nasa, topography, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USGS_GTOPO30
Dataset_545,Landsat Image Mosaic of Antarctica (LIMA) 16-Bit Pan-Sharpened Mosaic,USGS,USGS/LIMA/MOSAIC,"antarctica, ice, landsat-derived, lima, mosaic, sr, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USGS_LIMA_MOSAIC
Dataset_546,Landsat Image Mosaic of Antarctica (LIMA) - Processed Landsat Scenes (16 bit),USGS,USGS/LIMA/SR,"antarctica, ice, landsat-derived, lima, mosaic, sr, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USGS_LIMA_SR
Dataset_547,"NLCD 2019: USGS National Land Cover Database, 2019 release",USGS,USGS/NLCD_RELEASES/2019_REL/NLCD,"blm, landcover, mrlc, nlcd, usgs",https://doi.org/10.5066/P9KZCM54,https://developers.google.com/earth-engine/datasets/catalog/USGS_NLCD_RELEASES_2019_REL_NLCD
Dataset_548,RCMAP Rangeland Component Timeseries v4 (1985-2020),United States Geological Survey and Bureau of Land Management,USGS/NLCD_RELEASES/2019_REL/RCMAP/V4/COVER,"climate-change, disturbance, landsat-derived, nlcd, rangeland, trends",,https://developers.google.com/earth-engine/datasets/catalog/USGS_NLCD_RELEASES_2019_REL_RCMAP_V4_COVER
Dataset_549,RCMAP Rangeland Component Timeseries v5 (1985-2021),United States Geological Survey and Bureau of Land Management,USGS/NLCD_RELEASES/2019_REL/RCMAP/V5/COVER,"climate-change, disturbance, landsat-derived, nlcd, rangeland, trends",,https://developers.google.com/earth-engine/datasets/catalog/USGS_NLCD_RELEASES_2019_REL_RCMAP_V5_COVER
Dataset_550,RCMAP Rangeland Trends for Component Timeseries V5 (1985-2021),United States Geological Survey and Bureau of Land Management,USGS/NLCD_RELEASES/2019_REL/RCMAP/V5/TRENDS,"climate-change, disturbance, landsat-derived, nlcd, rangeland, trends, usgs",https://doi.org/10.3390/rs12030412,https://developers.google.com/earth-engine/datasets/catalog/USGS_NLCD_RELEASES_2019_REL_RCMAP_V5_TRENDS
Dataset_551,RCMAP Rangeland Trends Year for Component Timeseries V5 (1985-2021),United States Geological Survey and Bureau of Land Management,USGS/NLCD_RELEASES/2019_REL/RCMAP/V5/TRENDS_YEAR,"climate-change, disturbance, landsat-derived, nlcd, rangeland, trends, usgs",https://doi.org/10.3390/rs12030412,https://developers.google.com/earth-engine/datasets/catalog/USGS_NLCD_RELEASES_2019_REL_RCMAP_V5_TRENDS_YEAR
Dataset_552,"Land Cover of North America at 30 meters, 2020",The Commission for Environmental Cooperation (CEC),USGS/NLCD_RELEASES/2020_REL/NALCMS,"landcover, landsat, nlcd, reflectance",,https://developers.google.com/earth-engine/datasets/catalog/USGS_NLCD_RELEASES_2020_REL_NALCMS
Dataset_553,"NLCD 2021: USGS National Land Cover Database, 2021 release",USGS,USGS/NLCD_RELEASES/2021_REL/NLCD,"blm, landcover, mrlc, nlcd, usgs",https://doi.org/10.5066/P9JZ7AO3,https://developers.google.com/earth-engine/datasets/catalog/USGS_NLCD_RELEASES_2021_REL_NLCD
Dataset_554,NASA SRTM Digital Elevation 30m,NASA / USGS / JPL-Caltech,USGS/SRTMGL1_003,"dem, elevation, geophysical, nasa, srtm, topography, usgs",,https://developers.google.com/earth-engine/datasets/catalog/USGS_SRTMGL1_003
Dataset_555,HUC02: USGS Watershed Boundary Dataset of Regions,United States Geological Survey,USGS/WBD/2017/HUC02,"hydrology, usgs, water, watershed, wbd",,https://developers.google.com/earth-engine/datasets/catalog/USGS_WBD_2017_HUC02
Dataset_556,HUC04: USGS Watershed Boundary Dataset of Subregions,United States Geological Survey,USGS/WBD/2017/HUC04,"hydrology, usgs, water, watershed, wbd",,https://developers.google.com/earth-engine/datasets/catalog/USGS_WBD_2017_HUC04
Dataset_557,HUC06: USGS Watershed Boundary Dataset of Basins,United States Geological Survey,USGS/WBD/2017/HUC06,"hydrology, usgs, water, watershed, wbd",,https://developers.google.com/earth-engine/datasets/catalog/USGS_WBD_2017_HUC06
Dataset_558,HUC08: USGS Watershed Boundary Dataset of Subbasins,United States Geological Survey,USGS/WBD/2017/HUC08,"hydrology, usgs, water, watershed, wbd",,https://developers.google.com/earth-engine/datasets/catalog/USGS_WBD_2017_HUC08
Dataset_559,HUC10: USGS Watershed Boundary Dataset of Watersheds,United States Geological Survey,USGS/WBD/2017/HUC10,"hydrology, usgs, water, watershed, wbd",,https://developers.google.com/earth-engine/datasets/catalog/USGS_WBD_2017_HUC10
Dataset_560,HUC12: USGS Watershed Boundary Dataset of Subwatersheds,United States Geological Survey,USGS/WBD/2017/HUC12,"hydrology, usgs, water, watershed, wbd",,https://developers.google.com/earth-engine/datasets/catalog/USGS_WBD_2017_HUC12
Dataset_561,KBDI: Keetch-Byram Drought Index,"Institute of Industrial Science, The University of Tokyo, Japan",UTOKYO/WTLAB/KBDI/v1,"drought, rainfall",,https://developers.google.com/earth-engine/datasets/catalog/UTOKYO_WTLAB_KBDI_v1
Dataset_562,PROBA-V C1 Top Of Canopy Daily Synthesis 100m,Vito / ESA,VITO/PROBAV/C1/S1_TOC_100M,"esa, multispectral, nir, proba, probav, swir, vito",,https://developers.google.com/earth-engine/datasets/catalog/VITO_PROBAV_C1_S1_TOC_100M
Dataset_563,PROBA-V C1 Top Of Canopy Daily Synthesis 333m,Vito / ESA,VITO/PROBAV/C1/S1_TOC_333M,"esa, multispectral, nir, proba, probav, swir, vito",,https://developers.google.com/earth-engine/datasets/catalog/VITO_PROBAV_C1_S1_TOC_333M
Dataset_564,WDPA: World Database on Protected Areas (points),UN Environment World Conservation Monitoring Centre (UNEP-WCMC) / Protected Planet,WCMC/WDPA/current/points,"boundaries, iucn, marine, mpa, protected, wcmc, wdpa",,https://developers.google.com/earth-engine/datasets/catalog/WCMC_WDPA_current_points
Dataset_565,WDPA: World Database on Protected Areas (polygons),UN Environment World Conservation Monitoring Centre (UNEP-WCMC) / Protected Planet,WCMC/WDPA/current/polygons,"boundaries, iucn, marine, mpa, protected, wcmc, wdpa",,https://developers.google.com/earth-engine/datasets/catalog/WCMC_WDPA_current_polygons
Dataset_566,WCMC Above and Below Ground Biomass Carbon Density,UNEP-WCMC (UN Environment Programme World Conservation Monitoring Centre),WCMC/biomass_carbon_density/v1_0,"biomass, carbon, wcmc",https://doi.org/10.34892/rh7v-hg80,https://developers.google.com/earth-engine/datasets/catalog/WCMC_biomass_carbon_density_v1_0
Dataset_567,WHRC Pantropical National Level Carbon Stock Dataset,WHRC,WHRC/biomass/tropical,"aboveground, biomass, carbon, geophysical, umd",,https://developers.google.com/earth-engine/datasets/catalog/WHRC_biomass_tropical
Dataset_568,WorldClim BIO Variables V1,"University of California, Berkeley",WORLDCLIM/V1/BIO,"berkeley, climate, monthly, precipitation, temperature, weather, worldclim",,https://developers.google.com/earth-engine/datasets/catalog/WORLDCLIM_V1_BIO
Dataset_569,WorldClim Climatology V1,"University of California, Berkeley",WORLDCLIM/V1/MONTHLY,"berkeley, climate, monthly, precipitation, temperature, weather, worldclim",,https://developers.google.com/earth-engine/datasets/catalog/WORLDCLIM_V1_MONTHLY
Dataset_570,FORMA Alerts,World Resources Institute / Global Forest Watch,WRI/GFW/FORMA/alerts,"daily, deforestation, forest, forma, gfw, modis, monitoring, wri",,https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_alerts
Dataset_571,FORMA Raw Output FIRMS,World Resources Institute / Global Forest Watch,WRI/GFW/FORMA/raw_output_firms,"daily, deforestation, forest, forma, gfw, modis, monitoring, wri",,https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_raw_output_firms
Dataset_572,FORMA Raw Output NDVI,World Resources Institute / Global Forest Watch,WRI/GFW/FORMA/raw_output_ndvi,"daily, deforestation, forest, forma, gfw, modis, monitoring, wri",,https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_raw_output_ndvi
Dataset_573,FORMA Alert Thresholds,World Resources Institute / Global Forest Watch,WRI/GFW/FORMA/thresholds,"daily, deforestation, forest, forma, gfw, modis, monitoring, wri",,https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_thresholds
Dataset_574,FORMA Vegetation T-Statistics,World Resources Institute / Global Forest Watch,WRI/GFW/FORMA/vegetation_tstats,"daily, deforestation, forest, forma, gfw, modis, monitoring, wri",,https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_vegetation_tstats
Dataset_575,Global Power Plant Database,World Resources Institute,WRI/GPPD/power_plants,"climate, wri",,https://developers.google.com/earth-engine/datasets/catalog/WRI_GPPD_power_plants
Dataset_576,WWF HydroATLAS Basins Level 03,WWF,WWF/HydroATLAS/v1/Basins/level03,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level03
Dataset_577,WWF HydroATLAS Basins Level 04,WWF,WWF/HydroATLAS/v1/Basins/level04,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level04
Dataset_578,WWF HydroATLAS Basins Level 05,WWF,WWF/HydroATLAS/v1/Basins/level05,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level05
Dataset_579,WWF HydroATLAS Basins Level 06,WWF,WWF/HydroATLAS/v1/Basins/level06,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level06
Dataset_580,WWF HydroATLAS Basins Level 07,WWF,WWF/HydroATLAS/v1/Basins/level07,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level07
Dataset_581,WWF HydroATLAS Basins Level 08,WWF,WWF/HydroATLAS/v1/Basins/level08,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level08
Dataset_582,WWF HydroATLAS Basins Level 09,WWF,WWF/HydroATLAS/v1/Basins/level09,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level09
Dataset_583,WWF HydroATLAS Basins Level 10,WWF,WWF/HydroATLAS/v1/Basins/level10,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level10
Dataset_584,WWF HydroATLAS Basins Level 11,WWF,WWF/HydroATLAS/v1/Basins/level11,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level11
Dataset_585,WWF HydroATLAS Basins Level 12,WWF,WWF/HydroATLAS/v1/Basins/level12,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level12
Dataset_586,"WWF HydroSHEDS Hydrologically Conditioned DEM, 3 Arc-Seconds",WWF,WWF/HydroSHEDS/03CONDEM,"conditioned, dem, elevation, geophysical, hydrography, hydrology, hydrosheds, srtm, topography, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_03CONDEM
Dataset_587,"WWF HydroSHEDS Drainage Direction, 3 Arc-Seconds",WWF,WWF/HydroSHEDS/03DIR,"direction, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_03DIR
Dataset_588,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",WWF,WWF/HydroSHEDS/03VFDEM,"dem, elevation, geophysical, hydrography, hydrology, hydrosheds, srtm, topography, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_03VFDEM
Dataset_589,"WWF HydroSHEDS Flow Accumulation, 15 Arc-Seconds",WWF,WWF/HydroSHEDS/15ACC,"accumulation, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_15ACC
Dataset_590,"WWF HydroSHEDS Hydrologically Conditioned DEM, 15 Arc-Seconds",WWF,WWF/HydroSHEDS/15CONDEM,"conditioned, dem, elevation, geophysical, hydrography, hydrology, hydrosheds, srtm, topography, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_15CONDEM
Dataset_591,"WWF HydroSHEDS Drainage Direction, 15 Arc-Seconds",WWF,WWF/HydroSHEDS/15DIR,"direction, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_15DIR
Dataset_592,"WWF HydroSHEDS Flow Accumulation, 30 Arc-Seconds",WWF,WWF/HydroSHEDS/30ACC,"accumulation, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_30ACC
Dataset_593,"WWF HydroSHEDS Hydrologically Conditioned DEM, 30 Arc-Seconds",WWF,WWF/HydroSHEDS/30CONDEM,"conditioned, dem, elevation, geophysical, hydrography, hydrology, hydrosheds, srtm, topography, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_30CONDEM
Dataset_594,"WWF HydroSHEDS Drainage Direction, 30 Arc-Seconds",WWF,WWF/HydroSHEDS/30DIR,"direction, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_30DIR
Dataset_595,WWF HydroSHEDS Basins Level 1,WWF,WWF/HydroSHEDS/v1/Basins/hybas_1,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_1
Dataset_596,WWF HydroSHEDS Basins Level 10,WWF,WWF/HydroSHEDS/v1/Basins/hybas_10,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_10
Dataset_597,WWF HydroSHEDS Basins Level 11,WWF,WWF/HydroSHEDS/v1/Basins/hybas_11,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_11
Dataset_598,WWF HydroSHEDS Basins Level 12,WWF,WWF/HydroSHEDS/v1/Basins/hybas_12,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_12
Dataset_599,WWF HydroSHEDS Basins Level 2,WWF,WWF/HydroSHEDS/v1/Basins/hybas_2,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_2
Dataset_600,WWF HydroSHEDS Basins Level 3,WWF,WWF/HydroSHEDS/v1/Basins/hybas_3,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_3
Dataset_601,WWF HydroSHEDS Basins Level 4,WWF,WWF/HydroSHEDS/v1/Basins/hybas_4,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_4
Dataset_602,WWF HydroSHEDS Basins Level 5,WWF,WWF/HydroSHEDS/v1/Basins/hybas_5,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_5
Dataset_603,WWF HydroSHEDS Basins Level 6,WWF,WWF/HydroSHEDS/v1/Basins/hybas_6,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_6
Dataset_604,WWF HydroSHEDS Basins Level 7,WWF,WWF/HydroSHEDS/v1/Basins/hybas_7,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_7
Dataset_605,WWF HydroSHEDS Basins Level 8,WWF,WWF/HydroSHEDS/v1/Basins/hybas_8,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_8
Dataset_606,WWF HydroSHEDS Basins Level 9,WWF,WWF/HydroSHEDS/v1/Basins/hybas_9,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, watershed, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_9
Dataset_607,WWF HydroSHEDS Free Flowing Rivers Network v1,WWF,WWF/HydroSHEDS/v1/FreeFlowingRivers,"geophysical, hydrography, hydrology, hydrosheds, srtm, water, wwf",,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_FreeFlowingRivers
Dataset_608,WorldPop Global Project Population Data: Estimated Residential Population per 100x100m Grid Square,WorldPop,WorldPop/GP/100m/pop,"demography, population, worldpop",https://doi.org/10.1038/sdata.2015.45,https://developers.google.com/earth-engine/datasets/catalog/WorldPop_GP_100m_pop
Dataset_609,WorldPop Global Project Population Data: Estimated Age and Sex Structures of Residential Population per 100x100m Grid Square,WorldPop,WorldPop/GP/100m/pop_age_sex,"demography, population, worldpop",https://doi.org/10.1038/sdata.2015.45,https://developers.google.com/earth-engine/datasets/catalog/WorldPop_GP_100m_pop_age_sex
Dataset_610,WorldPop Global Project Population Data: Constrained Estimated Age and Sex Structures of Residential Population per 100x100m Grid Square,WorldPop,WorldPop/GP/100m/pop_age_sex_cons_unadj,"demography, population, worldpop",https://doi.org/10.1038/sdata.2015.45,https://developers.google.com/earth-engine/datasets/catalog/WorldPop_GP_100m_pop_age_sex_cons_unadj
Dataset_611,YCEO Surface Urban Heat Islands: Pixel-Level Composites of Yearly Summertime Daytime and Nighttime Intensity,Yale Center for Earth Observation (YCEO),YALE/YCEO/UHI/Summer_UHI_yearly_pixel/v4,"climate, uhi, urban, yale",,https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_Summer_UHI_yearly_pixel_v4
Dataset_612,"YCEO Surface Urban Heat Islands: Spatially-Averaged Daytime and Nighttime Intensity for Annual, Summer, and Winter",Yale Center for Earth Observation (YCEO),YALE/YCEO/UHI/UHI_all_averaged/v4,"climate, uhi, urban, yale",,https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_UHI_all_averaged_v4
Dataset_613,YCEO Surface Urban Heat Islands: Spatially-Averaged Monthly Composites of Daytime and Nighttime Intensity,Yale Center for Earth Observation (YCEO),YALE/YCEO/UHI/UHI_monthly_averaged/v4,"climate, uhi, urban, yale",,https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_UHI_monthly_averaged_v4
Dataset_614,YCEO Surface Urban Heat Islands: Spatially-Averaged Yearly Composites of Annual Daytime and Nighttime Intensity,Yale Center for Earth Observation (YCEO),YALE/YCEO/UHI/UHI_yearly_averaged/v4,"climate, uhi, urban, yale",,https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_UHI_yearly_averaged_v4
Dataset_615,YCEO Surface Urban Heat Islands: Pixel-Level Annual Daytime and Nighttime Intensity,Yale Center for Earth Observation (YCEO),YALE/YCEO/UHI/UHI_yearly_pixel/v4,"climate, uhi, urban, yale",,https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_UHI_yearly_pixel_v4
Dataset_616,YCEO Surface Urban Heat Islands: Pixel-Level Yearly Composites of Wintertime Daytime and Nighttime Intensity,Yale Center for Earth Observation (YCEO),YALE/YCEO/UHI/Winter_UHI_yearly_pixel/v4,"climate, uhi, urban, yale",,https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_Winter_UHI_yearly_pixel_v4
Dataset_617,National Intertidal Digital Elevation Model 25m 1.0.0,Geoscience Australia,projects/geoscience-aus-cat/assets/NIDEM,"australia, dem, ga, geoscience-aus-cat, landsat-derived, publisher-dataset",https://doi.org/10.1016/j.ecss.2019.03.006,https://developers.google.com/earth-engine/datasets/catalog/projects_geoscience-aus-cat_assets_NIDEM
Dataset_618,DEA Geometric Median and Median Absolute Deviation - Landsat 5 3.1.0,Geoscience Australia,projects/geoscience-aus-cat/assets/ga_ls5t_nbart_gm_cyear_3,"australia, ga, geoscience-aus-cat, landsat-derived, publisher-dataset",https://doi.org/10.1109/IGARSS.2018.8518312,https://developers.google.com/earth-engine/datasets/catalog/projects_geoscience-aus-cat_assets_ga_ls5t_nbart_gm_cyear_3
Dataset_619,DEA Geometric Median and Median Absolute Deviation - Landsat 7 3.1.0,Geoscience Australia,projects/geoscience-aus-cat/assets/ga_ls7e_nbart_gm_cyear_3,"australia, ga, geoscience-aus-cat, landsat-derived, publisher-dataset",https://doi.org/10.1109/IGARSS.2018.8518312,https://developers.google.com/earth-engine/datasets/catalog/projects_geoscience-aus-cat_assets_ga_ls7e_nbart_gm_cyear_3
Dataset_620,DEA Geometric Median and Median Absolute Deviation - Landsat 8 3.1.0,Geoscience Australia,projects/geoscience-aus-cat/assets/ga_ls8c_nbart_gm_cyear_3,"australia, ga, geoscience-aus-cat, landsat-derived, publisher-dataset",https://doi.org/10.1109/IGARSS.2018.8518312,https://developers.google.com/earth-engine/datasets/catalog/projects_geoscience-aus-cat_assets_ga_ls8c_nbart_gm_cyear_3
Dataset_621,DEA Land Cover 1.0.0,Geoscience Australia,projects/geoscience-aus-cat/assets/ga_ls_landcover_class_cyear_2,"australia, ga, geoscience-aus-cat, landcover, landsat-derived, publisher-dataset",https://doi.org/10.1080/20964471.2021.1948179,https://developers.google.com/earth-engine/datasets/catalog/projects_geoscience-aus-cat_assets_ga_ls_landcover_class_cyear_2
Dataset_622,DEA Water Observations Statistics 3.1.6,Geoscience Australia,projects/geoscience-aus-cat/assets/ga_ls_wo_fq_cyear_3,"australia, ga, geoscience-aus-cat, landsat-derived, publisher-dataset, water",https://doi.org/10.1016/j.rse.2015.11.003,https://developers.google.com/earth-engine/datasets/catalog/projects_geoscience-aus-cat_assets_ga_ls_wo_fq_cyear_3
Dataset_623,Preview National Intertidal Digital Elevation Model 25m 1.0.0,Geoscience Australia,projects/ngis-cat/assets/DEA/NIDEM,"australia, dem, ga",https://doi.org/10.1016/j.ecss.2019.03.006,https://developers.google.com/earth-engine/datasets/catalog/projects_ngis-cat_assets_DEA_NIDEM
Dataset_624,NICFI Satellite Data Program Basemaps for Tropical Forest Monitoring - Africa,Planet,projects/planet-nicfi/assets/basemaps/africa,"basemaps, forest, nicfi, planet, planet-nicfi, publisher-dataset, sr, surface-reflectance, tropics",,https://developers.google.com/earth-engine/datasets/catalog/projects_planet-nicfi_assets_basemaps_africa
Dataset_625,NICFI Satellite Data Program Basemaps for Tropical Forest Monitoring - Americas,Planet,projects/planet-nicfi/assets/basemaps/americas,"basemaps, forest, nicfi, planet, planet-nicfi, publisher-dataset, sr, surface-reflectance, tropics",,https://developers.google.com/earth-engine/datasets/catalog/projects_planet-nicfi_assets_basemaps_americas
Dataset_626,NICFI Satellite Data Program Basemaps for Tropical Forest Monitoring - Asia,Planet,projects/planet-nicfi/assets/basemaps/asia,"basemaps, forest, nicfi, planet, planet-nicfi, publisher-dataset, sr, surface-reflectance, tropics",,https://developers.google.com/earth-engine/datasets/catalog/projects_planet-nicfi_assets_basemaps_asia
Dataset_627,GLOBathy Global lakes bathymetry dataset,Bahram Khazaei,projects/sat-io/open-datasets/GLOBathy/GLOBathy_bathymetry,"community-dataset, hydrology, sat-io",https://doi.org/10.6084/m9.figshare.c.5243309.v1,https://developers.google.com/earth-engine/datasets/catalog/projects_sat-io_open-datasets_GLOBathy_GLOBathy_bathymetry
Dataset_628,LandScan Population Data Global 1km,Oak Ridge National Laboratory,projects/sat-io/open-datasets/ORNL/LANDSCAN_GLOBAL,"community-dataset, demography, landscan, population, sat-io",https://doi.org/10.48690/1529167,https://developers.google.com/earth-engine/datasets/catalog/projects_sat-io_open-datasets_ORNL_LANDSCAN_GLOBAL
Dataset_629,United States Drought Monitor,National Drought Mitigation Center,projects/sat-io/open-datasets/us-drought-monitor,"community-dataset, drought, noaa, sat-io, usda",,https://developers.google.com/earth-engine/datasets/catalog/projects_sat-io_open-datasets_us-drought-monitor
