ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_GPT3.5,Usage
565,script_43.txt,Function,Randomly moving polygons for analog region creation,Identifying Homogeneous Areas,0.700034618,Define And Utilize Multiple Polygon Geometries For Analysis,0.999125719,Buffering Points To Create Zones For Analysis,0.896085262,Filtering Polygons,0.83986032,Generate Ratio Images,4905
566,script_43803.txt,Function,"Filter, sort, and mosaic Sentinel-2 images",Filter And Sort,0.691007376,"Merge, Harmonize, And Standardize Landsat Image Collections",0.998286009,Filter And Mosaic Landsat Images,0.916651905,Filter Images,0.882695198,Filter And Mosaic Landsat Images,4954
567,script_43803.txt,Function,Clip and select specific bands for analysis,Select Specific Bands From Images,0.776993454,Select Specific Bands From Images,0.998963356,Clip Images To A Specific Region,0.918809474,Select Specific Bands From Images,0.898329198,Select Specific Bands From Images,4954
568,script_43803.txt,Function,Export processed image to Google Drive,Export Processed Images To Google Drive,0.968890488,Export Processed Images To Google Drive,0.999860287,Export Processed Images To Google Drive,0.97966361,Export Processed Images To Google Drive,0.971833348,Export Processed Images To Google Drive,4954
569,script_45435.txt,Function,Data filtering based on date,Filter Images By Date And Region,0.803571463,Filter Images By Date,0.999168873,Filtering Administrative Boundaries,0.912688911,Data Filtering,0.91106391,Temporal Filtering,4954
570,script_45435.txt,Function,Data selection by field,Select Data,0.738730073,Filter Image Collection By Date,0.999248981,Sampling Regions For Validation,0.962772012,Select Data,0.904556155,Feature Selection For Training,4954
571,script_45435.txt,Function,Data reduction by mean,Mean Reduction,0.79459548,Data Preparation For Training,0.999079227,Mean Reduction,0.952269316,Mean Reduction,0.906036973,Mean Reduction,4928
572,script_45435.txt,Function,Data quality control,Quality Filtering,0.742457509,Quality Control,0.999186158,Quality Control,0.983098984,Quality Control,0.89759165,Quality Control,4928
573,script_45435.txt,Function,Data visualization and export,Data Visualization,0.848369062,Data Visualization,0.99934417,Convert And Format Spatial Data For Export,0.929824769,Data Visualization,0.894043624,Export Results,4928
574,script_48.txt,Function,Image collection preparation,Prepares Images For Classification,0.748611987,Filter Image Collection,0.999309182,Data Preparation,0.955795407,Prepares Images For Classification,0.903645992,Data Preparation,4928
575,script_48.txt,Function,LandTrendr fit algorithm execution,Performs Linear Fits,0.619510591,Sort Images By Acquisition Time,0.99903357,Spectral Index Computation,0.921037555,Performs Linear Fits,0.815088868,Training Model,4928
576,script_48.txt,Function,Segment length calculation,Distance Calculation,0.647172451,Pixel Count Calculation,0.998889089,Spectral Distance Calculation,0.980478525,Distance Calculation,0.869605899,Distance Calculation,4957
577,script_48.txt,Function,Time since last vertex calculation,Calculate Ratio Between Recent And Historical Images,0.611468554,Focal Max And Min Calculations,0.998933792,Difference Calculation,0.912942648,Temporal Averaging,0.79429388,Time Series Analysis,4957
578,script_49902.txt,Function,NDVI calculation using NIR and Red bands,Add NDVI Band To Images,0.729168296,Add NDWI Band To Images,0.998872936,Cross-Polarization Calculation,0.916289687,Calculate Data For Specific Spectral Bands,0.855887175,Calculate Spectral Indices And Ratios From Satellite Bands,4957
579,script_49902.txt,Function,NDMI calculation using B8 and B11 bands,Calculates Normalized Difference Water Index (NDWI),0.605620861,Calculate dNBR For Fire Severity,0.998712897,Focal Max And Min Calculations,0.903723598,Calculate Data For Specific Spectral Bands,0.832164705,Calculate Spectral Indices And Ratios From Satellite Bands,4957
580,script_50.txt,Function,Random points generation for training data,Training Data Creation,0.759377897,Sampling Regions For Training Data,0.999294996,Sampling Regions For Training Data,0.947155237,Training Data Creation,0.862044394,Random Point Generation,4957
581,script_50.txt,Function,Random forest classification modeling,Supervised Classification,0.726342797,Random Forest Classification,0.999374628,Decision Tree Modeling ,0.971365988,Machine Learning Classification,0.859632313,Machine Learning Classification,4946
582,script_51624.txt,Function,Composite Sentinel-1 imagery for comparison,Displays Composite Image,0.642373621,Visualize Elevation Data (DEM),0.998893619,Sampling Regions For Training Data,0.875593483,Displays Composite Image,0.83770597,Generate Image Composites,4946
583,script_51624.txt,Function,Add layer selection widget for visualization,Visualize Data Layers,0.764224768,Topographic Wetness Index (TWI) Computation,0.999116302,Link Maps For Synchronized Viewing,0.951079845,Visualization Selection,0.860033393,Add A Legend,4946
584,script_52026.txt,Function,Filtering and selecting O3 column number density data,Filtering Soil Moisture Data,0.669838071,Convert Flood Detection Results To Vector Polygons,0.998969078,Filtering Training Data,0.902812719,Data Filtering,0.855421841,Filtering Features,4946
585,script_52026.txt,Function,Calculating mean values for each month,Compute Mean Values,0.781520963,Calculates Median Values,0.998833835,Estimating Soil Loss,0.929224968,Compute Mean Values,0.891845465,Calculate Mean Values,4946
586,script_54980.txt,Function,Image classification generation based on previous year's classification,Image Aggregation,0.674687386,Classify Images Based On Pre And Post Fire Data,0.998634756,Filter Image Collection By Year,0.948905528,Classify Images Based On Training Data,0.874255836,Classification And Machine Learning,4976
587,script_59099.txt,Function,Calculate NDVI for pre-landslide imagery,Visualize NDVI Results,0.692720175,Calculate NBR For Pre-Fire Image,0.999018908,Calculate NBR for Post-Fire Image,0.939285815,Visualize NDVI Results,0.832537293,Calculate NDVI for pre-landslide imagery,4976
588,script_59099.txt,Function,Calculate NDVI for post-landslide imagery,Visualize NDVI Results,0.704035223,Calculate NBR for Post-Fire Image,0.999002934,Calculate NBR for Post-Fire Image,0.939437747,Visualize NDVI Results,0.855561972,Calculate NDVI for post-landslide imagery,4976
589,script_62526.txt,Function,Mosaicking daily images for precipitation analysis,Image Mosaicking,0.751895845,Terrain Data Generation and Analysis,0.999113858,Filter Image Collection By Cloud Coverage,0.917854309,Visualize Precipitation Data,0.873168349,Image Mosaicking,4976
590,script_62526.txt,Function,Calculating water area using NDWI index,Calculates Normalized Difference Water Index (NDWI),0.82249558,Calculates Normalized Difference Water Index (NDWI),0.999035358,Calculate Normalized Difference Water Body Index (NDWBI),0.941110969,Calculates Normalized Difference Water Index (NDWI),0.908990264,Calculate Normalized Difference Water Index (NDWI),4976
591,script_62526.txt,Function,Generating time series chart for water area analysis,Generate Time Series Charts Of Water Area,0.932659864,Generate Time Series Charts Of Water Area,0.999502063,Boundary Statistics Calculation,0.925443769,Generate Time Series Charts Of Water Area,0.977762938,Generate Time Series Charts Of Water Area,4958
592,script_65671.txt,Function,Cloud masking for Landsat 5 images,Image Cloud Masking,0.804281235,Filter Images By Cloud Cover,0.998939335,Image Cloud Masking,0.902937531,Image Cloud Masking,0.902102828,Image Cloud Masking,4958
593,script_65671.txt,Function,Cloud masking for Landsat 8 images,Image Cloud Masking,0.792197168,Filter Images By Cloud Cover,0.999018848,Image Cloud Masking,0.9016819,Image Cloud Masking,0.905130982,Image Cloud Masking,4958
594,script_67562.txt,Function,Cloud removal from Landsat 8 imagery,"Merge, Harmonize, And Standardize Landsat Image Collections",0.613120675,Sort Image Collections By Cloud Cover,0.999056816,Sampling Regions For Test Data,0.939808309,Image Cloud Masking,0.838249207,Image Cloud Removal,4958
595,script_67562.txt,Function,Image scaling for Landsat 8 data,Image Scaling,0.738380849,Converts Joined Data To Image Collection,0.999055386,Unit Conversion For Temperature Data,0.938006103,Scaling Image Values,0.873173714,Scaling Image Values,4958
596,script_67562.txt,Function,Calculation of NDVI (Normalized Difference Vegetation Index),Calculates Normalized Difference Water Index (NDWI),0.786427975,Computes Normalized Difference Vegetation Index (NDVI),0.999646962,Fractional Vegetation Cover (FVC) Calculation,0.930958092,Vegetation Indices/Index Calculation,0.927416563,Calculate NDVI,4974
597,script_67562.txt,Function,Calculation of NDWI (Normalized Difference Water Index),Calculates Normalized Difference Water Index (NDWI),0.951400876,Calculates Normalized Difference Water Index (NDWI),0.999749839,Calculate Normalized Difference Water Body Index (NDWBI),0.93877387,Calculates Normalized Difference Water Index (NDWI),0.979671896,Calculate NDWI,4974
598,script_67562.txt,Function,Calculation of NDBI (Normalized Difference Built-up Index),Calculate Normalized Difference Water Body Index (NDWBI),0.813253105,Calculate Normalized Difference Water Body Index (NDWBI),0.999353588,Calculate Normalized Difference Water Body Index (NDWBI),0.928622127,Calculate Normalized Difference Water Body Index (NDWBI),0.923866093,Calculate NDVI,4974
599,script_67562.txt,Function,Filtering Landsat 8 image collection by date and location,Filter Image Collection By Date And Region,0.81414932,Filter Image Collection By Date And Region,0.999394655,Filter Image Collection By Date And Region,0.937834918,Filter Image Collection By Date And Region,0.908339024,Filter And Mosaic Landsat Images,4974
600,script_67562.txt,Function,Generation of Digital Elevation Model (DEM) from SRTM data,Visualize Elevation Data (DEM),0.758703828,Visualize Elevation Data (DEM),0.998913288,Land Cover Classification And Mapping,0.877776265,Visualize Elevation Data (DEM),0.867032707,Generate Terrain Data Generation and Analysis,4974
601,script_67562.txt,Function,Addition of elevation and slope bands to the Landsat 8 image,Image Band Addition,0.692433238,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.998073459,Reduction Of Image Collection,0.911678672,Image Band Addition,0.858034611,Add Normalized Difference Band,4964
602,script_67562.txt,Function,Visualization of Landsat 8 image with RGB bands,Visualize Images In Different Band Combinations,0.709030628,Creates Animation Of NDVI Over Time,0.998980403,Map Visualization Of Feature Collection,0.91725266,Visualize Radar Images,0.868657589,Display True Color Images,4964
603,script_71184.txt,Function,Cloud scoring algorithm,Cloud Score Computation,0.86321187,Cloud Score Computation,0.999495029,Gradient Calculation,0.930602908,Cloud Score Computation,0.95356226,Cloud Score Computation,4964
604,script_71184.txt,Function,MNDWI calculation,Calculates Modified Normalized Difference Water Index (MNDWI),0.816015601,Feature Calculation,0.998940766,Area Calculation,0.956939995,Calculates Modified Normalized Difference Water Index (MNDWI),0.87625885,Calculate Modified Normalized Difference Water Index (MNDWI),4964
605,script_71184.txt,Function,Filtering based on cloud and ND thresholds,Cloud Filtering,0.784133554,Filter Images By Date And Region,0.999098718,Image Cloud Masking,0.920729876,Cloud Filtering,0.909033537,Filter Image Collection By Cloud Coverage,4964
606,script_71184.txt,Function,Chart visualization,Data Visualization,0.826468349,Data Visualization,0.999396265,Animal Density Visualization,0.963587701,Data Visualization,0.901536226,Generate Time Series Charts,4945
607,script_72.txt,Function,Temporal segmentation using LandTrendr,Temporal Data Filtering,0.716154337,Map Visualization Of Feature Collection,0.998954356,Image Segmentation,0.9475618,Temporal Data Filtering,0.841516256,Temporal Analysis,4945
