ID,Script_ID,Entity_Type,Value,Value_BAAI
1162,script_96332.txt,Function,Computes median of image collections to create mosaics,Calculates Median Of Image Collection
1163,script_96332.txt,Function,Displays the mosaics on a map interface,Display Interactive Map
1164,script_96361.txt,Function,Merge multiple Landsat collections with standardized band names,"Merge, Harmonize, And Standardize Landsat Image Collections"
1165,script_96361.txt,Function,Filter image collections by date,Filter Image Collection By Date
1166,script_96361.txt,Function,Apply bit unpacking to extract quality information,Spectral Values Extraction
1167,script_96361.txt,Function,Calculate normalized differences for indices like NDVI and MNDWI,Calculate Normalized Difference And Other Indices
1168,script_96361.txt,Function,Generate texture features from images,Texture Feature Extraction
1169,script_96361.txt,Function,"Add quality masks to images based on cloud, water, and snow detection",Image Cloud Masking
1170,script_96424.txt,Function,Clip water occurrence data to a specific area of interest,Clip Temperature Data To Area Of Interest
1171,script_96424.txt,Function,Display water occurrence with a dynamic slider control,Detect Water
1172,script_96424.txt,Function,Mask clouds to identify actual water bodies,Cloud And Water Masking
1173,script_96424.txt,Function,Calculate statistics along the shoreline,Boundary Statistics Calculation
1174,script_96424.txt,Function,Reconstruct lake extent in cloud-covered areas,Mask Areas To Refine Flood Detection
1175,script_96424.txt,Function,Compare reconstructed shoreline to actual data,Generate Time Series Charts Of Corrected Data
1176,script_96426.txt,Function,Merge multiple Landsat collections and standardize band names,"Merge, Harmonize, And Standardize Landsat Image Collections"
1177,script_96426.txt,Function,Filter image collection by date and area of interest,Filter Image Collection By Date And Region
1178,script_96426.txt,Function,Classify water presence and calculate water masks,Water Indices/Index Calculation
1179,script_96426.txt,Function,Reconstruct water surface using occurrence data,Surface water area computation
1180,script_96426.txt,Function,Calculate areas for different lake surface conditions,Surface water area computation
1181,script_96426.txt,Function,Generate interactive charts to display lake area changes,Generate Time Series Charts Of Water Area
1182,script_96426.txt,Function,Export results to a CSV file for further analysis,Export Sampled Data
1183,script_96427.txt,Function,Merge lake feature collections and calculate area,Merge Different Land Cover Feature Collections
1184,script_96427.txt,Function,Filter and process satellite images for water detection,Filter And Process Images For Water Detection
1185,script_96427.txt,Function,Calculate and visualize changes in lake areas over time,Visualize Changes In Forest Cover Over Time
1186,script_96427.txt,Function,Export lake area data for further analysis,Export Land Cover Data
1187,script_96458.txt,Function,Filters image collections by location and date,Filter Image Collection By Date And Region
1188,script_96458.txt,Function,Applies cloud masking to Sentinel-2 data,Image Cloud Masking
1189,script_96458.txt,Function,Calculates median of cloud-free images,Calculates Median Of Image Collection
1190,script_96458.txt,Function,Computes various normalized difference indices,Calculate Normalized Difference And Other Indices
1191,script_96458.txt,Function,Applies thresholds to indices to detect features,Apply Scale Factors To Features
1192,script_96458.txt,Function,Reduces image collection to percentile for moisture analysis,Reduce Image Collection To Minimum Value
1193,script_96458.txt,Function,Calculates terrain slope and masks steep areas,Terrain Slope Calculation
1194,script_96458.txt,Function,Identifies specific land cover types by thresholding indices,Calculates And Displays Area For Each Land Cover Category
1195,script_96459.txt,Function,Filter and median reduction of image collections,Reduction Of Image Collection
1196,script_96459.txt,Function,Calculate normalized difference and other indices,Calculate Normalized Difference And Other Indices
1197,script_96459.txt,Function,Reduce image regions to get median spectral statistics,Reduction Of Image Regions
1198,script_96459.txt,Function,Unmix spectral data to classify land cover,Spectral Unmixing
1199,script_96459.txt,Function,Apply threshold to classify urban areas,Threshold Application
1200,script_96519.txt,Function,Visualize global elevation data,Visualize Elevation Data (DEM)
1201,script_96519.txt,Function,Identify and visualize historical flood events,Visualize Precipitation Data
1202,script_96519.txt,Function,Display multitemporal urban development,Visualize Multi-Temporal Satellite Data
1203,script_96519.txt,Function,Map seismic events with magnitude-based buffers,Buffering Geometries
1204,script_96519.txt,Function,Aggregate earthquake magnitudes,Aggregate Temperature Data
1205,script_96519.txt,Function,Compute and visualize areas affected by fires,Visualize Burned Areas
1206,script_96537.txt,Function,Mask clouds and shadows from satellite images,Cloud And Shade Masking
1207,script_96537.txt,Function,Median composite of filtered images,Create Median Composite Of Images
1208,script_96537.txt,Function,Classify images using a random forest model,Random Forest Classification
1209,script_96537.txt,Function,Assess model accuracy with confusion matrix,Evaluate Classifier Performance Using Confusion Matrix
1210,script_96537.txt,Function,Reproject image data to match MODIS scale and projection,Image Reprojection
1211,script_96538.txt,Function,Buffer and difference calculation for spatial features,Buffer Creation
1212,script_96538.txt,Function,Cloud masking on satellite images,Image Cloud Masking
1213,script_96538.txt,Function,Calculation of various environmental indices,Calculate Environmental And Vegetation Indices
1214,script_96538.txt,Function,Median reduction of image properties over regions,Reduction Of Image Regions
1215,script_96538.txt,Function,Exporting processed data to asset,Export Processed Data
1216,script_96558.txt,Function,Filters a region based on a point geometry,Filter Images By Region
1217,script_96558.txt,Function,Calculates monthly sum of precipitation,Calculate Annual Precipitation
1218,script_96558.txt,Function,Calculates monthly mean of NDVI,Compute Median Of NDVI
1219,script_96558.txt,Function,Resamples precipitation data to match NDVI resolution,Generate Time Series Data For NDVI Changes
1220,script_96558.txt,Function,Joins NDVI and precipitation data by time,Visualize NDVI And Date Information
1221,script_96558.txt,Function,Converts joined data to image collection,Converts Joined Data To Image Collection
1222,script_96558.txt,Function,Calculates spatial correlation between NDVI and precipitation,Computes Normalized Difference Vegetation Index (NDVI)
1223,script_96558.txt,Function,Generates scatter plot of NDVI vs. precipitation,Generate And Display A Scatter Plot
1224,script_96578.txt,Function,Filter image collection by date range,Filter Image Collection By Date
1225,script_96578.txt,Function,Select specific bands or indices from images,Select Specific Bands From Images
1226,script_96578.txt,Function,Convert thermal data from Kelvin to Celsius,Unit Conversion For Temperature Data
1227,script_96578.txt,Function,Generate maximum value composites,Compute Maximum Values
1228,script_96578.txt,Function,Calculate normalized difference vegetation index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
1229,script_96578.txt,Function,Create charts of temperature and fire data over time,Generate Time Series Charts Of Temperature Data
1230,script_96578.txt,Function,Display layers on a map interface,Display Interactive Map
1231,script_96593.txt,Function,Filter satellite images by date and location,Filter Images By Date And Region
1232,script_96593.txt,Function,Calculate mean NDVI values for specific periods,Compute Median Of NDVI
1233,script_96593.txt,Function,Map NDVI calculation across image collections,Add NDVI Band To Images
1234,script_96593.txt,Function,Visualize data using specific color palettes,Visualize Data With Specific Color Palettes
1235,script_96593.txt,Function,Create buffers around geographic sample points,Buffering Points To Create Zones For Analysis
1236,script_96593.txt,Function,Generate time series charts for NDVI over regions,Generate Time Series Charts For NDVI
