Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update
1380,script_188147.txt,LANDSAT/LE7_L1T,Be_Acted_On,Correct classification based on water and urban data,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filtering Precipitation Data
1381,script_188147.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Correct classification based on water and urban data,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filtering Precipitation Data
1382,script_188147.txt,COPERNICUS/S2,Be_Acted_On,Filter image collections by date and cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Images By Cloud Cover
1383,script_188147.txt,COPERNICUS/S2,Be_Acted_On,Sample regions for classifier training,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Sampling Regions For Classifier Training
1384,script_188147.txt,COPERNICUS/S2,Be_Acted_On,Classify images using a decision tree classifier,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classify Images Based On Trained Model
1385,script_188147.txt,COPERNICUS/S2,Be_Acted_On,Correct classification based on water and urban data,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filtering Precipitation Data
1386,script_188147.txt,COPERNICUS/S2,Be_Acted_On,Display layers on a map interface,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Display Interactive Map
1387,script_188147.txt,JRC/GSW1_0/GlobalSurfaceWater,Be_Acted_On,Correct classification based on water and urban data,"JRC Global Surface Water Mapping Layers, v1.4",Filtering Precipitation Data
1388,script_188163.txt,users/kindgard/Asia/Asia,Be_Acted_On,Mosaic images and clip to a specific country,users/kindgard/Asia/,Creates And Exports Image Mosaics
1389,script_188163.txt,users/kindgard/Africa,Be_Acted_On,Mosaic images and clip to a specific country,users/kindgard/,Creates And Exports Image Mosaics
1390,script_188163.txt,users/kindgard/SUD,Be_Acted_On,Mosaic images and clip to a specific country,users/kindgard/,Creates And Exports Image Mosaics
1391,script_188163.txt,users/kindgard/AfricaS,Be_Acted_On,Mosaic images and clip to a specific country,users/kindgard/,Creates And Exports Image Mosaics
1392,script_188163.txt,users/kindgard/AmericaN,Be_Acted_On,Mosaic images and clip to a specific country,users/kindgard/,Creates And Exports Image Mosaics
1393,script_188163.txt,users/kindgard/Asia2,Be_Acted_On,Mosaic images and clip to a specific country,users/kindgard/,Creates And Exports Image Mosaics
1394,script_188163.txt,LANDSAT/LT5_L1T,Be_Acted_On,Filter image collections by date and cloud cover,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filter Images By Cloud Cover
1395,script_188163.txt,LANDSAT/LE7_L1T,Be_Acted_On,Filter image collections by date and cloud cover,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter Images By Cloud Cover
1396,script_188163.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Filter image collections by date and cloud cover,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Images By Cloud Cover
1397,script_188163.txt,LANDSAT/LT5_L1T,Be_Acted_On,Calculate ratios of spectral bands,"Landsat Global Land Survey 2005, Landsat 7 scenes",Calculate Spectral Indices And Ratios From Satellite Bands
1398,script_188163.txt,LANDSAT/LE7_L1T,Be_Acted_On,Calculate ratios of spectral bands,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
1399,script_188163.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Calculate ratios of spectral bands,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
1400,script_188163.txt,LANDSAT/LT5_L1T,Be_Acted_On,Classify images based on training data,"Landsat Global Land Survey 2005, Landsat 7 scenes",Classify Images Based On Training Data
1401,script_188163.txt,LANDSAT/LE7_L1T,Be_Acted_On,Classify images based on training data,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Classify Images Based On Training Data
1402,script_188163.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Classify images based on training data,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Classify Images Based On Training Data
1403,script_188163.txt,LANDSAT/LT5_L1T,Be_Acted_On,Display specific bands and adjust visualization parameters,"Landsat Global Land Survey 2005, Landsat 7 scenes",Visualize Data Using Specific Band Combinations
1404,script_188163.txt,LANDSAT/LE7_L1T,Be_Acted_On,Display specific bands and adjust visualization parameters,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Visualize Data Using Specific Band Combinations
1405,script_188163.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Display specific bands and adjust visualization parameters,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Visualize Data Using Specific Band Combinations
1406,script_188163.txt,COPERNICUS/S2,Be_Acted_On,Filter image collections by date and cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Images By Cloud Cover
1407,script_188163.txt,COPERNICUS/S2,Be_Acted_On,Display specific bands and adjust visualization parameters,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Visualize Data Using Specific Band Combinations
1408,script_188163.txt,JRC/GSW1_0/GlobalSurfaceWater,Be_Acted_On,Apply masks to handle water and urban areas,"JRC Global Surface Water Mapping Layers, v1.4",Mask Application
1409,script_188163.txt,users/kindgard/ESACCI-LC-L4-LC10-Map-20m-P1Y-2016-v10,Be_Acted_On,Classify images based on training data,users/kindgard/,Classify Images Based On Training Data
1410,script_188163.txt,users/ValeriaContessa/Map_1992_rast,Be_Acted_On,Classify images based on training data,users/ValeriaContessa/,Classify Images Based On Training Data
1411,script_188182.txt,users/kindgard/Africa,Be_Acted_On,Filter image collections by geographic bounds and date,users/kindgard/,Filter Image Collection By Date And Boundaries
1412,script_188182.txt,users/kindgard/Asia/Asia,Be_Acted_On,Filter image collections by geographic bounds and date,users/kindgard/Asia/,Filter Image Collection By Date And Boundaries
1413,script_188182.txt,users/kindgard/SUD,Be_Acted_On,Filter image collections by geographic bounds and date,users/kindgard/,Filter Image Collection By Date And Boundaries
1414,script_188182.txt,users/kindgard/AfricaS,Be_Acted_On,Filter image collections by geographic bounds and date,users/kindgard/,Filter Image Collection By Date And Boundaries
1415,script_188182.txt,users/kindgard/AmericaN,Be_Acted_On,Filter image collections by geographic bounds and date,users/kindgard/,Filter Image Collection By Date And Boundaries
1416,script_188182.txt,users/kindgard/Asia2,Be_Acted_On,Filter image collections by geographic bounds and date,users/kindgard/,Filter Image Collection By Date And Boundaries
1417,script_188182.txt,users/kindgard/Africa,Be_Acted_On,Create image composites to minimize cloud cover,users/kindgard/,Create Image Composites To Minimize Cloud Cover
1418,script_188182.txt,users/kindgard/Asia/Asia,Be_Acted_On,Create image composites to minimize cloud cover,users/kindgard/Asia/,Create Image Composites To Minimize Cloud Cover
1419,script_188182.txt,users/kindgard/SUD,Be_Acted_On,Create image composites to minimize cloud cover,users/kindgard/,Create Image Composites To Minimize Cloud Cover
1420,script_188182.txt,users/kindgard/AfricaS,Be_Acted_On,Create image composites to minimize cloud cover,users/kindgard/,Create Image Composites To Minimize Cloud Cover
1421,script_188182.txt,users/kindgard/AmericaN,Be_Acted_On,Create image composites to minimize cloud cover,users/kindgard/,Create Image Composites To Minimize Cloud Cover
1422,script_188182.txt,users/kindgard/Asia2,Be_Acted_On,Create image composites to minimize cloud cover,users/kindgard/,Create Image Composites To Minimize Cloud Cover
1423,script_188182.txt,users/kindgard/Africa,Be_Acted_On,Visualize results with specific color palettes,users/kindgard/,Visualize Data With Specific Color Palettes
1424,script_188182.txt,users/kindgard/Asia/Asia,Be_Acted_On,Visualize results with specific color palettes,users/kindgard/Asia/,Visualize Data With Specific Color Palettes
1425,script_188182.txt,users/kindgard/SUD,Be_Acted_On,Visualize results with specific color palettes,users/kindgard/,Visualize Data With Specific Color Palettes
1426,script_188182.txt,users/kindgard/AfricaS,Be_Acted_On,Visualize results with specific color palettes,users/kindgard/,Visualize Data With Specific Color Palettes
1427,script_188182.txt,users/kindgard/AmericaN,Be_Acted_On,Visualize results with specific color palettes,users/kindgard/,Visualize Data With Specific Color Palettes
1428,script_188182.txt,users/kindgard/Asia2,Be_Acted_On,Visualize results with specific color palettes,users/kindgard/,Visualize Data With Specific Color Palettes
1429,script_188182.txt,LANDSAT/LT5_L1T,Be_Acted_On,Filter image collections by geographic bounds and date,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filter Image Collection By Date And Boundaries
1430,script_188182.txt,LANDSAT/LE7_L1T,Be_Acted_On,Filter image collections by geographic bounds and date,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter Image Collection By Date And Boundaries
1431,script_188182.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Filter image collections by geographic bounds and date,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Boundaries
1432,script_188182.txt,LANDSAT/LT5_L1T,Be_Acted_On,Create image composites to minimize cloud cover,"Landsat Global Land Survey 2005, Landsat 7 scenes",Create Image Composites To Minimize Cloud Cover
1433,script_188182.txt,LANDSAT/LE7_L1T,Be_Acted_On,Create image composites to minimize cloud cover,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Create Image Composites To Minimize Cloud Cover
1434,script_188182.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Create image composites to minimize cloud cover,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Create Image Composites To Minimize Cloud Cover
1435,script_188182.txt,LANDSAT/LT5_L1T,Be_Acted_On,Calculate spectral ratios to highlight specific features,"Landsat Global Land Survey 2005, Landsat 7 scenes",Calculate Data For Specific Spectral Bands
1436,script_188182.txt,LANDSAT/LE7_L1T,Be_Acted_On,Calculate spectral ratios to highlight specific features,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Calculate Data For Specific Spectral Bands
1437,script_188182.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Calculate spectral ratios to highlight specific features,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Data For Specific Spectral Bands
1438,script_188182.txt,LANDSAT/LT5_L1T,Be_Acted_On,Sample regions for classifier training,"Landsat Global Land Survey 2005, Landsat 7 scenes",Sampling Regions For Classifier Training
1439,script_188182.txt,LANDSAT/LE7_L1T,Be_Acted_On,Sample regions for classifier training,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Sampling Regions For Classifier Training
1440,script_188182.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Sample regions for classifier training,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Sampling Regions For Classifier Training
1441,script_188182.txt,LANDSAT/LT5_L1T,Be_Acted_On,Classify image data based on trained classifier,"Landsat Global Land Survey 2005, Landsat 7 scenes",Classify Images Based On Trained Model
1442,script_188182.txt,LANDSAT/LE7_L1T,Be_Acted_On,Classify image data based on trained classifier,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Classify Images Based On Trained Model
1443,script_188182.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Classify image data based on trained classifier,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Classify Images Based On Trained Model
1444,script_188182.txt,LANDSAT/LT5_L1T,Be_Acted_On,Visualize results with specific color palettes,"Landsat Global Land Survey 2005, Landsat 7 scenes",Visualize Data With Specific Color Palettes
1445,script_188182.txt,LANDSAT/LE7_L1T,Be_Acted_On,Visualize results with specific color palettes,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Visualize Data With Specific Color Palettes
1446,script_188182.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Visualize results with specific color palettes,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Visualize Data With Specific Color Palettes
1447,script_188182.txt,JRC/GSW1_0/GlobalSurfaceWater,Be_Acted_On,Apply corrections to classified data using masks,"JRC Global Surface Water Mapping Layers, v1.4",Apply Masks To Classified Images
1448,script_188182.txt,users/ValeriaContessa/zim_waterbody,Be_Acted_On,Apply corrections to classified data using masks,users/ValeriaContessa/,Apply Masks To Classified Images
1449,script_188182.txt,users/ValeriaContessa/ZWEsettlements,Be_Acted_On,Apply corrections to classified data using masks,users/ValeriaContessa/,Apply Masks To Classified Images
1450,script_188182.txt,users/ValeriaContessa/Zimbabwe_Anderson,Be_Acted_On,Apply corrections to classified data using masks,users/ValeriaContessa/,Apply Masks To Classified Images
1451,script_188182.txt,users/ValeriaContessa/ZWEsettlements,Be_Acted_On,Visualize results with specific color palettes,users/ValeriaContessa/,Visualize Data With Specific Color Palettes
1452,script_188182.txt,users/ValeriaContessa/Zimbabwe_Anderson,Be_Acted_On,Visualize results with specific color palettes,users/ValeriaContessa/,Visualize Data With Specific Color Palettes
1453,script_188190.txt,LANDSAT/LT5_L1T,Be_Acted_On,Filter image collections by geographic and temporal parameters,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filter Image Collection By Date And Region
1454,script_188190.txt,LANDSAT/LE7_L1T,Be_Acted_On,Filter image collections by geographic and temporal parameters,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter Image Collection By Date And Region
1455,script_188190.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Filter image collections by geographic and temporal parameters,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Region
1456,script_188190.txt,LANDSAT/LT5_L1T,Be_Acted_On,Merge multiple image collections and apply a mosaic,"Landsat Global Land Survey 2005, Landsat 7 scenes",Merge And Sort Image Collections
1457,script_188190.txt,LANDSAT/LE7_L1T,Be_Acted_On,Merge multiple image collections and apply a mosaic,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Merge And Sort Image Collections
1458,script_188190.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Merge multiple image collections and apply a mosaic,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Merge And Sort Image Collections
1459,script_188190.txt,LANDSAT/LT5_L1T,Be_Acted_On,Clip images to specific geographic boundaries,"Landsat Global Land Survey 2005, Landsat 7 scenes",Clip Images To Specific Geographic Boundaries
1460,script_188190.txt,LANDSAT/LE7_L1T,Be_Acted_On,Clip images to specific geographic boundaries,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Clip Images To Specific Geographic Boundaries
1461,script_188190.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Clip images to specific geographic boundaries,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To Specific Geographic Boundaries
1462,script_188190.txt,LANDSAT/LT5_L1T,Be_Acted_On,Calculate spectral indices and ratios from satellite bands,"Landsat Global Land Survey 2005, Landsat 7 scenes",Calculate Spectral Indices And Ratios From Satellite Bands
1463,script_188190.txt,LANDSAT/LE7_L1T,Be_Acted_On,Calculate spectral indices and ratios from satellite bands,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
1464,script_188190.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Calculate spectral indices and ratios from satellite bands,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
1465,script_188190.txt,LANDSAT/LT5_L1T,Be_Acted_On,Classify images based on training data from feature collections,"Landsat Global Land Survey 2005, Landsat 7 scenes",Classify Images Based On Training Data
1466,script_188190.txt,LANDSAT/LE7_L1T,Be_Acted_On,Classify images based on training data from feature collections,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Classify Images Based On Training Data
1467,script_188190.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Classify images based on training data from feature collections,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Classify Images Based On Training Data
1468,script_188190.txt,LANDSAT/LT5_L1T,Be_Acted_On,Visualize and map the results of classifications and indices,"Landsat Global Land Survey 2005, Landsat 7 scenes",Generate Visualizations And Statistical Charts For Classification Results
1469,script_188190.txt,LANDSAT/LE7_L1T,Be_Acted_On,Visualize and map the results of classifications and indices,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Generate Visualizations And Statistical Charts For Classification Results
1470,script_188190.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Visualize and map the results of classifications and indices,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Generate Visualizations And Statistical Charts For Classification Results
